review,sentiment
"New rule. Nobody is allowed to make any more Zombie movies unless they actually come up with an original idea.<br /><br />Sadly, this movie doesn't. They have the premise that Bounty hunters go out and kill Zombies and prove it by cutting off their fingers. Well, problems with that. Most people have ten fingers, why not just collect ten bounties for one Zombie? Why not just kill a regular person and pass that off as a Zombie finger? <br /><br />Not to mention the utter silliness of hunting zombies with a bolt action rifle.<br /><br />I sometimes think films like this are resume fillers for makeup and FX guys. ""Hey, this is what I did with ten dollars and some recylced bottles deposit. Imagine what I could do if you gave me a BUDGET!"" Do you think anyone goes to drama school or cinema school to star in a Zombie movie? ""I went to the School of the Arts. Check me out as the ""Tunnel Zombie"" in ""Quick and the Undead""."" His mother must be so proud.<br /><br />These had to be the wimpiest Zombies ever, as a whole crowed of them apparently couldn't push down a wooden door or even break a glass window. No, they had to wait for the bounty hunter to open the door for them...",negative
"When i first saw the movie being advertised i thought it was going to be another Disney movie that almost goes straight to video. I finally got around and rented it. I thought it was going to be bad because i couldn't see Shia in any other role than his recently cancelled show ""Even Stevens"". When i turned it on i was ready to turn it off from boredom in about ten minutes. It started a bit slow and i couldn't understand the beginning because the years didn't make sense then they explained that later in the show so i was relieved of wondering about that. All and all i thought it was a good movie and i would recommend it. The cast was top notch and even though i'm not a fan of golf it easily kept my attention with a good plot.",positive
"I was looking forward to seeing Bruce Willis in this, especially since I remember being mesmerised by the original when I was young.<br /><br />This movie is a perfect example of how movie companies can take a very good story and dumb it down until it's just another formula ridden hype of the fabled American law enforcement system/army VS, (the Russians.... no sorry the cold war is over, make that WITH the Russians) VS the TERRORISTS, similar to probably 50 other movies.<br /><br />Furthermore it treats its audience like a bunch of idiots. The choice of weapon is well, plain ridiculous, are we seriously expected to believe that the world's most feared and experienced hit man/terrorist would select that for an assasination?<br /><br />The whole point of the original story was the tense dual of intellects between the ordinary detective who is given the responsibility and the professional who crafts a ruthless but elegant plan to reach his target and then get away. None of that survived. All we have is the tired old American CIA/FBI/army vs the evil terrorist plot, we've all seen 1000 times before.<br /><br />But of course the movie company's MBA's realised that a new intellectual angle here would lose them revenue from the short attention span gang, so the answer is ......Bruce Willis, BIG explosions and a crippled plot. They assume the American audience wont be able to relate to a threat to a foreign statesperson (where is France on the map afterall) so it has be an American!<br /><br />Another example of a movie defiled by the boardroom.",negative
"This film is about a gap that exists between the real world and the world of the dead. There's a lot of mumbo-jumbo about the internet (i.e., if you install a program on the computer, you see dead folks--much like if you play a videotape you'll die in RINGU). Frankly, most of this seemed rather silly and lost me. What I did find interesting is the idea that the dead live within their own separate existence--being totally alone for eternity. This was sobering and fascinating.<br /><br />I love Japanese films and have seen a huge number compared to most Americans. However, one genre that has become popular in recent years that I just can't relate to very well are these horror films. I know they are super popular--especially since they seem to be remade so often in the States. I've seen both RINGU as well as THE RING, JU-ON and THE GRUDGE and was rather ambivalent despite their popularity. About the only recent horror film I really liked from Japan was SEANCE--a reworking of the great British film, SEANCE ON A WET AFTERNOON. And what, do I think, made SEANCE different? Well, unlike the other films as well as KAIRO, gobs and gobs of money weren't spent on special effects or trying to scare the audience--instead, the emphasis was on the story. The bottom line is that these other films are a lot like American films like HALLOWEEN or Friday 13th--with scary things jumping out just to scare the audience and plot is purely secondary (at best). For me, I want story--not cheap thrills or ghosts as the primary focus of the film.<br /><br />With a relatively high rating, I know I am in the minority, but I just don't find this a very satisfying film. All too often, minor things occur that might startle someone slightly--but the characters begin screaming and crying and acting as if to say ""this is the scariest film ever made so you'd better start shaking"". Well, I think it just tries too hard and I wish it had focused more on the afterlife seen at the end of the film and plot progression--not scare tactics.",negative
"I remember when I was five and my parents thought it was a regular cartoon movie....except when the bras and bullets started flying. I have to agree this movie will make anyone and everyone upset because it is set to discriminate everyone and anyone....but the truth is it is funny as hell as it is deep. I recommend this to anyone who likes cult classics. Also try Fritz the cat and the NINE Lives of Fritz the Cat. If I'm correct Ralph Bashki did that movie too.It involves a cat that goes through hard times with family, streets,jobs , etc. When I was old enough I rented all of these movies out. Because Coonskin was an offensive title during that era it was also labeled as Street Fighter. Ralph Bashki also made Cool World starring a very young Brad Pitt. Heavy traffic was another cartoon that dealt with the street life of a young man.",positive
"I was looking forward to Kathryn Bigelow's movie with great anticipation after the endless hype and 6 Oscars which it was awarded. Unfortunately it really isn't a good movie. The depiction of the situation certainly seemed to be accurate and believable on all counts, but beyond that the story simply came across as incomplete and the direction of the movie appeared to be uncertain and haphazard. The actors put in a good effort, but for me I didn't really get what the movie was trying to be. It's not as atmospheric and gripping as Full Metal Jacket, not as epic as Band of Brothers, not as action packed as...well, anything. I certainly can't see why it was nominated for so much, nor why people are 'hyping it up' to these epic proportions. Mind you, given the calibre of movies in the last couple of years I suppose there's not a lot to choose from.",negative
"The movie began well enough. It had a fellow get hit by a glowing green meteorite, getting superpowers (telekinesis, x-ray vision, invulnerability, flight, the ability to speak to dogs, superspeed, heat vision, and the ability to make plants grow large and quickly), and fighting crime. From there on it's all downhill.<br /><br />Meteor Man gets a costume from his mom, fights with the resident gangs, and has many aborted encounters with the gang leaders which serves to set you up for the disappointing, overlong, and stupefying ending.<br /><br />It wouldn't be so remarkably bad if it weren't like watching a boxing match where the two fighters pretend to hit each other while the audience stands looking onward while the fighters just continue to dance.<br /><br />Despite all of this nonsense the movie has good points. It states clearly that if you try to take on a gang alone then they'll come back to your home and hurt you. It states that gangs & communities need to see their real enemies (the big bosses that use them for their own ends to crush honest people into a ghetto existence). It also states that people do not need superheroes if they are willing to work as a community do destroy the predators that harm them. The only message it really lacks is that the voters should ensure their elected officials (Rudolph Giuliani, Marion Barry, Ronald Reagan, George W. Bush, & George H.W. Bush) aren't crooks too.<br /><br />",negative
"""Stella"", starring Bette Midler in the title role, is an unabashed tearjerker. Set in upstate New York, Stella Claire works nights as a bar maid, pouring and dancing in a workingman's saloon. One night, in comes a slumming medical intern, Stephen Dallas, who woos Stella, and in the course of their affair impregnates her. She spurns both his offers of marriage and abortion, sends him packing to a lucrative medical career, and raises her daughter herself in near-poverty. Flash-forward 16 years and the daughter has grown into a gorgeous, loving, young lady. Dr. Dallas is not out of the picture, still maintaining a tenuous, but caring relationship with his daughter and..I'm rambling, and worse yet, making the movie sound somewhat interesting. The acting and screenwriting are so over-the-top you'll let out a groan in almost every scene. The chief offender is Bette Midler, but close behind is John Goodman as her alcoholic buddy. Each scene seems more contrived than the preceding right up to the finale, which is truly a hoot. Taken as a dramatic piece, this film rates no more than grade D, but as camp, it scores an unintended B+.<br /><br />",negative
"Well...now that I know where Rob Zombie stole the title for his ""House of 1,000 Corpses"" crapfest, I can now rest in peace. Nothing about the somnambulant performances or trite script would raise the dead in ""The House of Seven Corpses,"" but a groovie ghoulie comes up from his plot (ha!) anyway, to kill the bloody amateurs making a low-rent horror flick in his former abode! In Hell House (sorry, I don't remember the actual name of the residence), a bunch of mysterious, unexplained deaths took place long ago; some, like arthritic Lurch stand-in John Carradine (whose small role provides the film's only worthwhile moments), attribute it to the supernatural; bellowing film director John Ireland dismisses it as superstitious hokum. The result comes across like ""Satan's School for Girls"" (catchy title; made-for-TV production values; intriguing plot) crossed with ""Children Shouldn't Play With Dead Things"" (low-rent movie about low-rent movie makers who wake the dead); trouble is, it's nowhere near as entertaining or fun. ""The House of Seven Corpses"" is dead at frame one, and spends the rest of its 89 minutes going through rigor mortis, dragging us along for every aching second...",negative
"This movie was beautiful. It was full of memorable imagery, good acting, and touching subject matter. It would be very easy to write it off as being too sentimental, but that is the sentiments this type of a movie is trying to achieve. I was totally involved in the story's unfolding and presentation. There were a few cheesy shots, but such is to be expected in a religious propaganda film. The only complaint I can conjure is there wasn't a ton of details. However, this movie wasn't created to explain every element of Joseph Smith's life, ministry, triumphs, controversies, failures etc.; it was designed for a quick glimpse at a few highlights of one of the most amazing American and historical religious figures of all time.",positive
"After all the hype I had heard about the Jane Austin novel and different film versions of the book I found myself very disappointed with the movie. I had expected a classic drama but that was not the case. First of all let me preface my review with the fact that I love old movies, particularly mysteries and dramas, but not female oriented movies. This probably makes a huge difference, so take my review with a large grain of salt. I thought the acting was a bit over the top, but that is very common in movies of this era. June Allyson was good as Jo but I found every sister to be stereotypical and form driven. There were no surprises or overly dramatic moments. I hate writing negative reviews, but the movie left me very cold. It has always been my intention to read the book, but after this that seem unlikely. The only warming story line was between the old gentlemen and the youngest sister, that was a very welcome bright spot in an otherwise disappointing viewing experience. Again there are others who love this movie, I'm just not one of them.",negative
"Excellent. Gritty and true portrayal of pioneer ranch life on the Western plains with an emphasis on the woman's role and place. A moving film, lovingly made, and based on real people and their actual experiences. Low budget, independent film; never made any money. Definitely not the romanticized, unrealistic Hollywood version of pioneer life.",positive
"Oh dear god. This was horrible. There is bad, then there was this. This movie makes no sense at all. It runs all over the map and isn't clear about what its saying at all. The music seemed like it was trying to be like Batman. The fact that 'Edison' isn't a real city, takes away. Since I live in Vancouver, watching this movie and recognizing all these places made it unbearable. Why didn't they make it a real city? The only writing that was decent was'Tilman' in which John Heard did a fantastic job. He was the only actor who played his role realistically and not over the top and campy. It was actually a shame to see John Heard play such a great bad guy with a lot of screen time, and the movie be a washout. Too bad. Hopefully someone important will see it, and at least give John Heard credit where credit is due, and hire him as lead bad guy again, which is where he should be. on the A List.",negative
"Jack Brooks' quirks are, at first, somewhat charming and lend to the deliberately campy feel of the beginning of this movie.<br /><br />I found myself getting angrier and angrier as I was duped into seeing this one through to the end, in hopes that the payoff would be worth the super-tedious wait.<br /><br />The climax can't begin to make up for all the setup time.<br /><br />Normally one might expect shallow characters from this genre. But the fact that the wait-time-before-action index is so high, should mean that the meantime would be devoted to some interesting character development.<br /><br />Not so.<br /><br />While not without its initial charms, this movie ultimately infuriates, and disappoints.<br /><br />Wish I could get all that setup time back, to reinvest it into something that pays off.",negative
"A different look at horror. The styling differences between American and Russian films is interesting. However from my American perspective this movie just wasn't that good. The protagonist, Marie played by Anastasia Hille wasn't a pleasant character and I had a hard time identifying with her. She was disagreeable most of the time and confused for much of what little time was left. Also too much time was spent in bringing her to the main location of the film. Then a long time passed before any real suspense built up. Once that happened it seemed volume was used as the main effect which was more annoying than anything else. The concept was more original than most Direct-to-video movies and they didn't use sex to make up for a thin plot. All in all I'd recommend it for renting, but not for theater goers.",negative
"""What Alice Found"" was a pleasant discovery. As written and directed by A. Dean Bell, this is combination of a road movie with a cautionary tale, as well as a voyage of discovery.<br /><br />If you haven't seen the film, maybe you should stop reading here.<br /><br />Alice is a case study of a young woman that wants to break away from the unhappy life she leads in a New England town. Her pretext for leaving is going to join her best friend, who is away studying at a Miami university. Alice is the product of a single mother's home, one that is struggling to make ends meet, in sharp contrast with the life of ease her friend seems to inhabit. In flashbacks we get to see Alice's life before going on the road.<br /><br />Alice, like her namesake in ""Alice in Wonderland"", embarks in a trip to the unknown that life hasn't prepared her for. The highways of America are full of predators in search of the weak and innocent. Alice meets with disaster when her car breaks down the road and a friendly Southern couple come to her assistance when a strange man approaches in the darkness with the excuse he wants to help her. Sandra and Bill convince her to come along in their plush R.V. on her way down South.<br /><br />Nothing has prepared Alice for what this couple turns out to be. After all, in her sheltered life, she hasn't dealt with what Sandra and Bill, her new benefactors do during the overnight stays at the rest stops in the American highways. It comes as a shock to her the realization that the kind Sandra is nothing but a prostitute that plies her trade among the truck driving populace one meets in those places.<br /><br />Alice, brilliantly played by Emily Grace, is a study in how the young woman awakens to the new reality she can't escape. In fact, Sandra makes it seem so easy that Alice tries her luck at the oldest profession on earth in order to raise some badly needed money.<br /><br />Judith Ivey gives a tremendous performance as Sandra. Ms. Ivey is perfect as the seemingly normal woman, one wouldn't suspect she is doing the nasty with clients she and Bill find along the route they travel. Ms. Ivey is amazing when she reveals the truth about her life to an accusing Alice. As the husband, Bill Raymond is good in his portrayal as the husband, that in reality is a procurer.<br /><br />Under the excellent direction of Mr. Dean Bell, the film is not afraid to go to places mainstream films dare not to go. Congratulations to this director who has written a plausible story and has gathered the perfect cast to play it for our benefit.",positive
"A particularly maligned example of Italian cult cinema with a nonsensical title to boot (if anything, the alternate THE MARK OF Satan is even less relevant to the plot!), this hybrid of Gothic Horror and Giallo (with a strong dose of Erotica) only contrives a flat sort of atmosphere throughout  actually matched by handling which is downright dreadful! Here, we get the usual group of people (an acting troupe) stranded on an island (to which they were invited by a Count  since he had become enamored of the leading lady, a dead-ringer for his missing spouse)! The characters are pretty much stereotypes: middle-aged but dashing hero (played by Giacomo Rossi-Stuart and whose family history bears more than its share of violent tragedy), demure heroine, sluttish companion (recalling Mae West and emerging the most annoying of the lot!), a meek but devoted stage manager (forever chided by one and all for his unmanly behavior!), a couple of lesbians, a mysterious gardener (the ubiquitous Luciano Pigozzi who, for once, gets in on the action, if you know what I mean), an envious housekeeper (nominal star Femi Benussi though, for what it is worth, this is really an ensemble piece), a religious fanatic of a butler, an impressionable chambermaid, etc. While the film is not by any means unwatchable, the atrocious dubbing, snail's pace, shoddy production (with the scenes depicting the raging sea lifted from some black-and-white film!) and the fact that the murders only occur within the concluding half-hour do not help matters. Besides, Marcello Giombini's score, though pleasant in itself, comes off as incongruously modern under the circumstances; that said, the revelation proves a surprisingly elaborate one (considering there is surely no shortage of suspects here).",negative
"I did not enjoy the film Eraser whatsoever. It's awful acting, boring storyline and average special effects made this an annoying arnie film, as it had a mountain of potential. With other action films of the time Eraser fell very short!!!",negative
"With Pep Squad receiving an average of 4.7 on IMDb.com, no wonder Steve Balderson slanders this website so. But the fact is that Pep Squad is a poorly crafted ""black"" ""comedy"" (both words in quotation marks for a reason). It's a movie full of over-acting (Cherry, Beth's Mother), coupled with a couple of lethargic performances (Beth and Julie's boyfriend). A movie where you can follow cars from twenty feet away in a gaudy red Jeep and never be noticed. A movie chock full of not-so-appetizing cleavage and nudity shots that make you wonder, ""Does the director think this is funny? Or clever?"" Most of all, the characters are so paper-thin and poorly developed that the film becomes quite unpredictable, but probably not on purpose. Pep Squad can't decide whether to be a comedy, or a drama, or a satire (patriotic music, I get it...). The movie fails at being serious, because the idea of killing for any school position (this being Prom Queen) crosses the line into insanity (not to mention shots of flag burning and drive-by shootings, a poor attempt at being controversial and edgy), and fails at being a comedy, for all the forced and awkwardly placed jokes (big butt mama, ""funky"" black principal, and excessive cussing delivered poorly by the principal cast). Watching the documentary ""Wamego: Making Movies Anywhere"" only made this film more cringe-worthy, with praise lauded towards it by... the director and the director's father... hmmmmmm. Not a black comedy, or anything for that matter. I guess Kansas will have to wait.",negative
"I'm a bit spooked by some of these reviews praising A.K.A. Not only do they sound as if they were written by the same person, but they contain all kinds of insider information that surely you could only find by reading the press book from cover to cover. Please don't tell me that the director is writing his own reviews as that would just be too sad to contemplate.<br /><br /> Afraid I'm another one of those who hated the film and was surprised by its unapologetic amateurism. Great idea, shame about the execution. And it was most disconcerting to watch so many good actors (as well as some very bad ones including the leaden lead) all apparently thinking that they were appearing in a series of very different films.<br /><br /> I wish that A.K.A. had been audacious, innovative or just simply interesting. Sadly it was like watching an unintentionally hysterical home video with arty aspirations. A missed opportunity.",negative
"""Stories of the Century"" was a half hour series and appeared in first run syndication during the '54-'55 television season. It was also the first western TV series to win an Emmy award. Starring veteran western actor Jim Davis as railroad detective Matt Clark, the series set Clark and his fellow railroad detective partners (Mary Castle as Frankie Adams for the first half of the season and Kristine Miller as ""Jonesy"" during the second half)against historic western outlaws of various periods ranging from the mid-1860's to the early 1900's. The series was very satisfying, easy to watch, and fairly realistic due mainly to the easygoing charm of Jim Davis in the lead role. He seemed like an actual western character. One other note. When Matt Clark would arrive in town after a long ride he actually looked like he had been on a long horse ride as he would be covered in dust.<br /><br />A very good early adult western.",positive
"and I for one think that is a good thing. I've just never been a Rosalind Russell fan although the original was my favorite RR movie. But I love Bette and was thrilled to hear she was making this.<br /><br />As for the rest of the production, I think it was slightly less than the original movie. One of my favorite minor characters in the original was Mazeppa with her scratchy fingernails-on-the-blackboard voice belting out ""HEY! It takes a lot more than no talent to be a strippah!"" and although I missed it, I was glad to see the producers had the guts not to do a carbon copy.<br /><br />I also liked the fact there are large portions of this movie which were filmed as if you are looking at a stage, it gives a feeling that you are in the theatre, not just at the movies.<br /><br />I think the other thing I liked about this production was that there seemed to be slightly less repetition of the song ""Let me entertain you"", which becomes completely annoying after about the 5th time you hear it.",positive
"For a long time it seemed like all the good Canadian actors had headed south of the border and (I guessed) all the second rank ones filled the top slots and that left the dregs for the sex comedies.<br /><br />This film was a real surprise: despite the outlandish plots that are typical of farces, the actors seemed to be trying to put something into their characters and what we, the viewer, got back was almost true suspension of belief. When the extras from the music video attacked the evicting police, you almost believed it was possible.<br /><br />If you are a fan of some of the better sex farces (Canadian or not) you should definitely seek this one out. And the big surprise, this sex farce is also loaded with some very good nudity.",positive
"I find it difficult to comprehend what makes viewer's feel this is a powerful movie. I would guess that the main intention of this film would be a character study and the effects of racism in a British community. It is therefore all the more disappointing that all the characters are two dimensional and the acting is at the level of a college performing arts course. I'm always sceptical of ""improvisation"", another word for being too lazy to write a decent script. I was embarrassed by the performances and sat in an audience who laughed when they surely were supposed to be moved by the story. Racism is a serious issue but I think a subtle approach in cinema works far better than laying it on with trowel.",negative
"I disagree with Anyone who done't like this movie. <br /><br />I used to LOVE this movie when I was little and I still do. It's sweet, funny and warms your heart. And It proves that love and friendship can never be destroyed. <br /><br />And even though it didn't have much of a story, it was still excellent I give it a 10 and two thumbs up. <br /><br />Oh yeah and it proves that your deepest wish's and dreams can come true. (Tear, tear)<br /><br />I love this movie, personally if anyone says it sucked than I will say ""Shame on you."" Because it was a delightful little movie and I'm glad that at least SOME people liked it.",positive
"Terry Gilliam's and David Peoples' teamed up to create one of the most intelligent and creative science fiction movies of the '90's. People's proved a screenplay with bizarre twists and fantastic ideas about the nature of time  I especially love the idea one can't change the past; it's a nice counterpoint to so many time-travelling movies which say otherwise  biological holocausts and the thin line between sanity and madness. Gilliam visualized his ideas with unique quirkiness, perfection and originality.<br /><br />The story itself is engaging: one man, James Cole (played by Bruce Willis in a heart-warming performance) travels several decades to the past to retrieve information about a virus that's wiped out mankind and left only a few survivors alive living underground: with the information he'll collect, scientists hope to find a cure so everyone in the future can return to the surface. But because their time-travelling technology isn't perfect, he ends up being sent towards different other pasts and complicating things. And from that a brilliant science fiction thriller with shades of film noir ensues as the multiple pieces of a huge jigsaw start fitting together to form a bizarre narrative involving animal right activists, end of the millennium paranoia, biological weapons, the perception of reality, and the definition of sanity. With such a complex movie, it was easy for Gilliam and Peoples to create a mess, but instead Twelve Monkeys is a thought-provoking narrative which will please those who like to be challenged and have patience to appreciate some crazy ideas.<br /><br />I watched this movie once around 10 years ago. It marked me a lot: I remember still thinking about many days after-wards; for my young mind this seemed quite mind-blowing and it was one of the first movies to make me appreciate cinema as something serious and important. I've re-watched this movie a few days ago on DVD and it's better than I remembered it. Brad Pitt still steals all the scenes he's in, playing Jeffrey Goines  almost a prelude to his Tyler Durden character in Fight Club  a rich kid with some anarchist/non-conformist ideas who's also crazy and, according to Cole, perhaps responsible for the virus. The scenes between Jeffrey and Cole in the madhouse are the best in the movie, Pitt's eyes, voice and quirky mannerisms convince you he's really a crazy guy locked in a warped logic only he understands. Pitt's Oscar nomination was well deserved! Surprising was also Bruce Willis' performance: his I didn't remember very well, but it's beautiful and full of sensibility; he plays a man who spent almost all his life underground, and when he comes to the past you'll share his childish fascination with something as simple as breathing the fresh air of the morning or watching the sun go up. Cole is a rather ambiguous character, Peoples' tried to imbue some darkness in him, and he does other disturbing things to other people and to himself: the scene where he removes his own teeth reveals how far his dementia has gone unchecked. Ironically Cole didn't start as a crazy character, but when he starts warning everyone about the end of the world, he's considered mad and convinced it's all in his mind, until he arrives at a point when he can't distinguish past from future, reality from fiction. Willis spends a lot of time looking confused and insecure, and it works perfectly. One of the fun twists in the narrative is when Cole's shrink, Dr. Kathryn Railly, finds undeniable proof he's really from the future and now has to convince him again of his mission to save the world. The screenplay is full with weird twists like this and it keeps the movie in a fast pace. Their relationship is also well-handed, although perhaps a bit compressed for time's sake. But I enjoyed watching Cole and Railly falling in love and trying to escape the authority of the future to live a peaceful life in the past. But then things end in a tragic/bittersweet climax at an airport, wrapping all the pieces together, which will blow many minds away.<br /><br />There are two great endings in this movie, a twist in the sense of Se7en or Fight Club, and a more intimate ending where Railly is crouching next to Cole who's just been shot and looking around for a younger James Cole who's witnessing his future self die; the two share a brief look, and she smiles at him. The twist is brilliant, but I prefer this ending for emotional impact. Madeleine Stowe is very good playing Dr. Railly, she drew many different emotions from me in her performance. The movie is filled with a sense of fatalism with the idea the past can't be changed: this movie shows that in a terrifying way. It reminds me of Chinatown in that sense, the way Jake Gittes messes everything up the more he tries to help. Railly's character shares that fatalism, the more she tries to help Cole  first dealing with his 'madness' then helping him in his mission  the more they're sucked into tragedy.<br /><br />The twist ends with a hopeful note, though, with the feeling Cole's mission hasn't been in vain. Twelve Monkeys is a great movie to watch if one wants to be entertained; it's not supposed to be art, although it's more artists than many artistic movies. It's an unpretentious movie where all elements, from music to editing to costume design, etc., came together beautifully to produce a modern cinema masterpiece.",positive
"The first time I saw this film, I wanted to like it for so many reasons, but I simply did not. It just seemed a little dull. But there was a tiny question I had about something I saw near the beginning of the film so I watched it again and then finally it clicked for me. I first watched the movie knowing the ""surprise ending"", and while I definitely wouldn't recommend having the ending spoiled for you, I have still thoroughly enjoyed the bulk of the film and discovering the many seemingly insignificant events that all unravel to point to a very sinister scheme.<br /><br />I don't think that everyone will love this movie, or even like it. If you like any of the actors, you'll like this movie because the acting is fairly strong and they all get a lot of screen time. If you like mysteries (namely Hitchcock) you'll like this movie. If you like independent or psychological films, you'll like this movie. It really worked for me on all of those levels. If you don't like the actors, mysterious plots or psychological elements, you might not like this movie. But that's your loss. Personally, the only thing that irked me a little was the accents. Good try, Alan Rickman, on the American dialect, but it wasn't much improvement from the scene in Die Hard. (The wonderful voice makes up for the weird accent though.) The medley of accents in the movie was a little odd, but it was not so distracting that it became difficult or particularly irritating. Also, the camera change from scene to scene was evident and might bother some people, but I actually think it added to the scenes (or scene I can really only recall one scene where the change was severely different, but it worked).<br /><br />When you see this movie, see it at least twice. The second time you see it, I hope you realize how intricate the plot really is. Every time I watch this movie (it's under an hour and a half so multiple viewings are not difficult) I seem to notice something else about it and find myself wondering, ""Why did that just happen?"" or ""Was that intentional?"" I like movies that make me think. This one does. So just see it. Twice.",positive
"Avida is a game of words mingling life and eagerness, but I personally think this movie was overblown by its ambition and does not make justice to its title. It gathers a set of awkward characters united by unbelievable links. Furthermore, the way everything is connected at the end is, in my opinion, a bit pathetic. What remains of it was a set of images... an interesting one, but not enough to make this a good movie. <br /><br />I believe this film is supposed to be a comedy, but I surely didn't noticed! The nonsense and caricatural nature of the movie is actually the only good thing about it, but when it drags on an on and on it becomes no longer bearable. I have to say I fought hard to continue seeing it until the end, and I am still not sure it was worth it...",negative
"Wow. I have seen some really bad movies in my time, but this one truly takes the cake. It's the worst movie I've seen in the past decade - no exaggeration.<br /><br />As a US Army veteran of the war in Afghanistan, I found it nearly impossible to even finish watching this ridiculous film, not because it brought back memories - far from it - but because there was absolutely no attempt at ""authenticity"" to be found anywhere in the film. Not so much as the tiniest little shred. It seemed like it had been written by an 8 year-old child who got all his notions of war (and soldierly behavior) straight out of comic books. The film was made in Honduras, which should have been a clue, but even that can't fully explain the atrocious production values of this cliché-ridden piece of trash.<br /><br />I could try to list all the endless technical flaws, but it would take virtually forever. From the ancient unit shoulder patches which have not been seen or worn since WWII, and the character's name tags, like ""ColCollins"" (worn by the character ""Colonel Collins""), which was actually spelled using the reversed, mirror-image ""N"" of the Russian alphabet (not the US alphabet) the list just goes on and on. The uniforms, the equipment, the plot, and most especially the behavior of the characters themselves -- every single scene was just chock-full of ridiculous flaws, inaccuracies and utterly mindless clichés.<br /><br />Neither the storyline itself nor the characters were the least bit credible or believable. It was all laughably childish, in the extreme. This was obviously a movie that was meant to appeal strictly to pre-pubescent boys, and I have little doubt that even they would find this film utterly absurd.<br /><br />In short, this film has absolutely NO redeeming qualities at all. It's a total waste of time. I'd strongly advise anybody reading this to pass this garbage by; it's truly not worth wasting a single moment of your time for.",negative
"A boring movie about a miserable loser...that's Factotum in a nutshell. Matt Dillon plays Henry Chinaski, alter ego of author Charles Bukowski upon whose novel the film is based. As we meet Chinaski he may be a writer but he's certainly not a successful one. He floats through life, getting fired from one menial job after another and not caring a bit. The fact that he's always drunk may have something to do with his not caring. He meets a woman, Jan, played by Lili Taylor and a relationship ensues. Chinaski moves into Jan's apartment and now instead of getting drunk by himself he can get drunk with somebody else. Good times. Eventually he's had enough of this relationship so Chinaski strikes out on his own. Unfortunately he still can't hold down a job so soon enough he's broke. At this point Marisa Tomei shows up and for some reason her character, Laura, decides to rescue this miserable drunken loser whom she doesn't even know. We soon meet some of Laura's acquaintances and the film veers off into a sort of bizarro world with this rather eclectic bunch. Soon enough Tomei and friends are out of the picture and once again we're left with Chinaski and his drinking and his miserable little life. There's some more time spent with Jan but mostly there's just time spent being a drunk, unemployable loser. And then the movie's over and not a moment too soon. 94 minutes of absolute monotony and it seems infinitely longer as the movie drags on. Nothing happens. Nothing ever happens. If you want to spend an hour and a half of your life watching Matt Dillon drink then this is the movie for you. If you're looking for a compelling story, well developed characters or any entertainment value whatsoever then you've come to the wrong place. Dillon's performance actually isn't bad at all. Too bad the movie which surrounds him is in fact rather bad.",negative
"A group of tourists are stranded on Snake Island after an unfortunate accident with their boat. They are forced to spend the night and as you probably suspected, it isn't called Snake Island because it's just soooooo much fun to say - it has a history of people disappearing one by one because of the large snake population, which is just what happens with these poor dumb souls. This is a very boring and typical movie with tons of off screen snake attacks and lousy performances from NOBODY actors. The only somewhat entertaining scene was an absolutely unnecessary and forced strip scene which ain't anything couldn't see in a PG13 rated movie, folks. If you are into snake movies than check out SSSSSSS, but don't torture yourself with this crap.",negative
"Perhaps I couldn't find the DVD menu selection for PLOT: ON OFF. Clearly, the default is OFF. When the end credits began to roll, I couldn't believe that was it. Like our poor, but beautiful protagonist, I felt used, dirty, cheap....<br /><br />The characters were drawn in very broad strokes and the writer's disdain for wealthy Thatcherites was all to apparent. I consider myself a ""Roosevelt Democrat"", but would appreciate a bit more subtlety.<br /><br />Of course, the problem could be with me. I see that many others seem to find some meaning or message in this picture. Alas, not I. <br /><br />The only thing that kept me from giving this a ""1"" was the nice scenery, human and plant.",negative
"I was fortunate enough to record this wonderful drama, both parts, when it originally aired on Masterpiece Theatre. I loved it but lost it. Then one day, while going through old tapes, found it again. I recorded it to DVD and watched and --- WOW! I still love it! The leads are excellent and my only complaint is I wish we had seen more Kester! What a man! And Prue. She's so strong and wonderful ... living in a time and age where her affliction and how she deals with it is seen as unfortunate and evil. Even her own brother tells Prue to her face that he doubts that a man will ever have her. *sigh* Unfortunately my copy is not the greatest, with wear and tear over the years, and I too would absolutely love to own this on professional DVD if it ever happens.",positive
"It wasn't until I saw Sidney Pollack in the picture that I ever connected him to this film. This is his worst possible movie. Absolute dreck. The dialog is wooden and unbelievable, the plot is unbelievable.<br /><br />Kristen Scott Thomas is wasted in this movie. There is nothing about her character that makes you even want to believe in this story.<br /><br />Harrison Ford is like on Valium. There is no life in his eyes.<br /><br />I blame Sidney Pollack for the failure of this movie. The script is awful, and he is too smart to not see that. So it smacks of some kind of payoff, whether of a studio obligation or something else, but this is just BLOODY ROTTEN!",negative
